Campaign_ID,Campaign_Date,Influencer,Platform,Category,Followers,Reach,Impressions,Likes,Comments,Shares,Engagements,Spend_USD,Conversions,Revenue_USD,Audience_Group,Engagement_Rate,ROI,Conversion_Rate,Influencer_Type,ROI_Category,Engagement_Category,Cost_Per_Engagement,Cost_Category
CMP06539,2025-04-10,Influencer_205,TikTok,Fitness,3435262,3812888,5493647,377462,47285,27618,452365,29862.04,914,73063.64,Gen X,11.864104059704875,144.67062531561808,0.02397133091766661,Mega Influencer,High ROI,High Engagement,0.06601315309539862,Cost Efficient
CMP06540,2025-05-31,Influencer_126,YouTube,Food,2057333,744580,1126172,40338,2023,1236,43597,23689.33,7870,973927.26,Millennials,5.855247253485187,4011.2486507638673,1.0569717155980551,Mega Influencer,High ROI,Medium Engagement,0.5433706447691355,Cost Efficient
CMP06541,2025-11-28,Influencer_217,Instagram,Fashion,1655449,662918,1243556,78437,6223,453,85113,14252.63,7888,539082.71,Millennials,12.839144509577352,3682.338487703673,1.1898907557194103,Mega Influencer,High ROI,High Engagement,0.16745538284398387,Cost Efficient
CMP06542,2025-01-14,Influencer_286,TikTok,Tech,1010091,1464584,2463852,2474,148,200,2822,11054.07,441,103002.92,Millennials,0.1926827003435788,831.8099125480479,0.030110939352061744,Mega Influencer,High ROI,Low Engagement,3.9171048901488303,Expensive
CMP06543,2025-08-14,Influencer_282,YouTube,Food,3877563,5495889,7560676,112720,21297,7398,141415,15724.15,1444,276913.06,Mixed,2.5731050972827143,1661.068547425457,0.02627418421296354,Mega Influencer,High ROI,Low Engagement,0.11119152848000566,Cost Efficient
CMP06544,2025-09-06,Influencer_130,YouTube,Food,4564131,1503442,2587537,29377,5390,1718,36485,14713.26,454,92300.92,Gen X,2.4267647172288656,527.3315363148615,0.030197373759679454,Mega Influencer,High ROI,Low Engagement,0.40326874057831985,Cost Efficient
CMP06545,2025-01-23,Influencer_287,Instagram,Food,610819,654969,1448224,62369,8051,4177,74597,48938.39,2181,266951.79,Gen X,11.389394001853523,445.485435871511,0.3329928592040234,Macro Influencer,High ROI,High Engagement,0.6560369719961928,Cost Efficient
CMP06546,2025-09-09,Influencer_233,TikTok,Tech,4222438,3844682,7069319,80485,1111,4684,86280,20002.03,15639,1450746.37,Gen Z,2.2441387870310208,7152.9956709394,0.40676966261448927,Mega Influencer,High ROI,Low Engagement,0.2318269587389893,Cost Efficient
CMP06547,2025-10-19,Influencer_190,TikTok,Fashion,3212855,1259276,3026235,122613,20108,7876,150597,2614.83,24411,3083571.45,Gen X,11.959014544865463,117826.26862931816,1.93849481765713,Mega Influencer,High ROI,High Engagement,0.017363094882368174,Cost Efficient
CMP06548,2025-08-21,Influencer_171,YouTube,Food,2397799,665506,1455904,19920,2266,1274,23460,7872.51,3571,221140.81,Mixed,3.5251372639765832,2709.02545693813,0.5365841930801526,Mega Influencer,High ROI,Low Engagement,0.33557161125319696,Cost Efficient
CMP06549,2025-06-12,Influencer_140,TikTok,Fashion,3406301,3162321,7701725,85440,10058,6715,102213,5490.61,9444,2335233.0,Gen Z,3.232214566452931,42431.39450807834,0.29864140926869853,Mega Influencer,High ROI,Low Engagement,0.05371733536829953,Cost Efficient
CMP06550,2025-06-28,Influencer_226,Instagram,Travel,4082705,4891274,7225160,610381,48238,33780,692399,11223.3,138307,8640394.29,Gen X,14.155800717768008,76886.21875918847,2.8276273216344046,Mega Influencer,High ROI,High Engagement,0.016209295507359195,Cost Efficient
CMP06551,2025-06-14,Influencer_142,TikTok,Tech,3533515,2114787,4970850,186159,26416,14399,226974,9622.32,232,37551.88,Mixed,10.732712088735177,290.25806666167824,0.010970371957081256,Mega Influencer,High ROI,High Engagement,0.04239393058235745,Cost Efficient
CMP06552,2025-12-21,Influencer_286,X,Food,2515791,3659458,6860545,500427,40079,49927,590433,39547.46,63487,11554521.87,Mixed,16.134438487885365,29116.84950183905,1.7348743994329217,Mega Influencer,High ROI,High Engagement,0.06698043639159736,Cost Efficient
CMP06553,2025-07-07,Influencer_225,Facebook,Beauty,4538647,4140925,5402801,283725,55062,19068,357855,5363.39,63635,3424351.5,Millennials,8.641909718239283,63746.77414843969,1.5367339422955015,Mega Influencer,High ROI,Medium Engagement,0.014987606712215842,Cost Efficient
CMP06554,2025-12-18,Influencer_46,X,Food,4707701,7027897,10215195,61873,6531,2050,70454,35999.08,5524,1234894.32,Millennials,1.0024905032045859,3330.3496644914253,0.0786010381199383,Mega Influencer,High ROI,Low Engagement,0.510958639679791,Cost Efficient
CMP06555,2025-08-11,Influencer_234,Facebook,Food,3395280,4142887,7053072,513712,73396,35990,623098,3132.32,120383,9323353.45,Gen Z,15.04018815864396,297550.0948178985,2.9057756100999135,Mega Influencer,High ROI,High Engagement,0.005027010197432828,Cost Efficient
CMP06556,2025-11-06,Influencer_24,YouTube,Fashion,3836063,3045418,3322876,334153,3115,10912,348180,11737.7,14681,2832635.76,Gen Z,11.432913314362757,24032.80080424614,0.48206847138882086,Mega Influencer,High ROI,High Engagement,0.033711585961284395,Cost Efficient
CMP06557,2025-06-02,Influencer_158,Instagram,Fashion,764274,944029,2166800,83017,1036,1277,85330,41270.32,14188,821779.0,Gen Z,9.038917236652688,1891.2106327258912,1.5029199314851556,Macro Influencer,High ROI,Medium Engagement,0.48365545529122234,Cost Efficient
CMP06558,2025-06-30,Influencer_205,X,Food,1913462,1546547,3581754,79593,7519,1325,88437,15475.05,9954,824707.83,Gen Z,5.718351915590021,5229.274089582909,0.6436273841014855,Mega Influencer,High ROI,Medium Engagement,0.17498388683469587,Cost Efficient
CMP06559,2025-10-18,Influencer_89,X,Fitness,2675033,2780410,3038139,74845,13279,1657,89781,46471.37,961,126438.92,Mixed,3.229056146395676,172.07917476932568,0.034563247866321874,Mega Influencer,High ROI,Low Engagement,0.5176080685222931,Cost Efficient
CMP06560,2025-01-01,Influencer_273,Instagram,Food,1683199,1604401,2399770,88330,11200,6273,105803,13034.6,5655,342660.32,Gen X,6.594548370388699,2528.851825142314,0.3524679927275039,Mega Influencer,High ROI,Medium Engagement,0.12319688477642411,Cost Efficient
CMP06561,2025-11-04,Influencer_154,X,Beauty,3875731,4316119,10560374,96638,18766,72,115476,25513.27,9191,2677454.17,Gen Z,2.675459133541035,10394.359092346846,0.21294593592067318,Mega Influencer,High ROI,Low Engagement,0.22094002216910874,Cost Efficient
CMP06562,2025-12-26,Influencer_36,YouTube,Beauty,2978940,933324,1455159,74089,8481,4287,86857,25609.47,12231,1979472.18,Gen Z,9.306200204859191,7629.45390904224,1.3104773904881906,Mega Influencer,High ROI,Medium Engagement,0.2948463566551919,Cost Efficient
CMP06563,2025-10-17,Influencer_175,Instagram,Food,1566201,2251694,2804738,265920,8026,21106,295052,4100.91,6956,976235.06,Gen X,13.103556699977883,23705.32759802093,0.308922970883255,Mega Influencer,High ROI,High Engagement,0.013898939847891218,Cost Efficient
CMP06564,2025-10-16,Influencer_239,TikTok,Beauty,3715176,5501634,12685645,240822,11386,17629,269837,17319.78,21564,2694281.56,Millennials,4.904670139816644,15456.09574717462,0.3919562806249925,Mega Influencer,High ROI,Low Engagement,0.0641860827091911,Cost Efficient
CMP06565,2025-04-07,Influencer_194,X,Tech,4366179,3094362,5300104,61287,10567,4948,76802,43634.13,2856,212137.94,Mixed,2.481997904576129,386.17433188194656,0.0922968935114896,Mega Influencer,High ROI,Low Engagement,0.5681379391161688,Cost Efficient
CMP06566,2025-03-22,Influencer_28,TikTok,Tech,4450080,5126122,5602413,741052,120580,3270,864902,25141.26,152752,16281617.75,Gen Z,16.872442754971498,64660.54799958316,2.9798744548022853,Mega Influencer,High ROI,High Engagement,0.02906833375341946,Cost Efficient
CMP06567,2025-07-23,Influencer_288,TikTok,Beauty,4147609,3329770,6529904,282795,25308,7544,315647,41458.66,9446,1504521.02,Millennials,9.47954363214276,3528.966831055321,0.2836832574021629,Mega Influencer,High ROI,Medium Engagement,0.1313450151593394,Cost Efficient
CMP06568,2025-05-09,Influencer_126,Facebook,Food,1042011,355719,508872,3123,565,203,3891,40594.19,697,15080.55,Gen X,1.0938409249997891,-62.85047195177438,0.195941178289605,Mega Influencer,Low ROI,Low Engagement,10.43284245695194,Expensive
CMP06569,2025-02-07,Influencer_202,TikTok,Tech,4141910,933090,1096159,135472,12066,3727,151265,16658.53,8212,453124.65,Gen Z,16.211190774737698,2620.075841025589,0.8800865940048654,Mega Influencer,High ROI,High Engagement,0.11012811952533633,Cost Efficient
CMP06570,2025-08-17,Influencer_275,Facebook,Tech,3658169,1885521,2751299,41507,168,3665,45340,16310.25,8547,1114867.49,Gen Z,2.404640415036481,6735.379531276345,0.45329646288744596,Mega Influencer,High ROI,Low Engagement,0.3597320247022497,Cost Efficient
CMP06571,2025-08-30,Influencer_172,Instagram,Food,1397670,794140,1175739,93574,5030,6322,104926,27783.96,8830,1434427.39,Gen Z,13.212531795401313,5062.78957355251,1.1118946281512074,Mega Influencer,High ROI,High Engagement,0.2647957608219126,Cost Efficient
CMP06572,2025-06-17,Influencer_42,X,Beauty,3310117,3701937,8504740,300340,3044,28510,331894,48607.43,27832,7266336.12,Gen X,8.965414592414728,14849.023472337461,0.7518226269112629,Mega Influencer,High ROI,Medium Engagement,0.14645468131391348,Cost Efficient
CMP06573,2025-09-24,Influencer_119,TikTok,Travel,3782394,1847219,1849730,248458,19182,13500,281140,39615.8,23833,1362398.01,Millennials,15.21963557109363,3339.026878164772,1.29020976938847,Mega Influencer,High ROI,High Engagement,0.14091128974887956,Cost Efficient
CMP06574,2025-11-01,Influencer_168,Facebook,Travel,717465,219038,320722,644,61,24,729,16101.91,64,6647.5,Millennials,0.33281896291967605,-58.71607778207678,0.029218674385266485,Macro Influencer,Low ROI,Low Engagement,22.08766803840878,Expensive
CMP06575,2025-01-07,Influencer_260,TikTok,Beauty,2316406,501885,671613,44613,7106,2157,53876,21301.79,4699,779352.51,Millennials,10.734730067644978,3558.6245099590224,0.9362702611155942,Mega Influencer,High ROI,High Engagement,0.39538551488603463,Cost Efficient
CMP06576,2025-04-25,Influencer_212,YouTube,Beauty,1294364,1174124,1465947,134872,15765,4805,155442,31982.7,29178,2132167.53,Millennials,13.238976462452007,6566.627676837788,2.4850867540396075,Mega Influencer,High ROI,High Engagement,0.20575327131663257,Cost Efficient
CMP06577,2025-01-17,Influencer_193,X,Beauty,2629465,2563709,3836546,172580,5515,3162,181257,47704.24,18096,3945718.67,Gen X,7.070108190906223,8171.211678458769,0.7058523412758625,Mega Influencer,High ROI,Medium Engagement,0.26318564248553156,Cost Efficient
CMP06578,2025-02-18,Influencer_294,X,Fashion,441681,96263,194350,6496,980,616,8092,14593.14,1438,405205.53,Millennials,8.406137352877014,2676.6850040498484,1.4938242107559498,Macro Influencer,High ROI,Medium Engagement,1.8034033613445377,Moderately Efficient
CMP06579,2025-04-06,Influencer_25,TikTok,Fitness,295800,376957,932881,4485,782,60,5327,42637.68,309,77898.0,Mixed,1.4131585300180125,82.69755765323066,0.08197221433744432,Macro Influencer,Medium ROI,Low Engagement,8.0040698329266,Expensive
CMP06580,2025-12-02,Influencer_234,Instagram,Beauty,2356382,826286,1562325,76617,10760,47,87424,32764.68,7596,1389768.93,Mixed,10.580355954233763,4141.667948534825,0.919294287934202,Mega Influencer,High ROI,High Engagement,0.37477900805270864,Cost Efficient
CMP06581,2025-12-03,Influencer_83,Instagram,Travel,319420,461431,884761,22854,782,64,23700,42717.59,2702,366302.12,Mixed,5.136195877606836,757.4971574941378,0.5855696734723068,Macro Influencer,High ROI,Medium Engagement,1.802429957805907,Moderately Efficient
CMP06582,2025-07-06,Influencer_149,TikTok,Food,2926933,4068231,6284449,262980,31755,22008,316743,3520.35,34997,5998150.27,Millennials,7.785767327371529,170285.05461104718,0.8602510526073864,Mega Influencer,High ROI,Medium Engagement,0.011114215625917542,Cost Efficient
CMP06583,2025-07-05,Influencer_165,Instagram,Travel,3125908,1025270,1227345,31824,1097,88,33009,27739.89,3341,653994.92,Gen Z,3.219542169379773,2257.5973805231383,0.3258653818018668,Mega Influencer,High ROI,Low Engagement,0.8403735344905935,Cost Efficient
CMP06584,2025-02-13,Influencer_206,YouTube,Fitness,4016197,1004114,1932701,55527,72,3014,58613,31605.23,8900,933263.06,Gen X,5.837285407832178,2852.8753943572,0.886353541530145,Mega Influencer,High ROI,Medium Engagement,0.5392187739921178,Cost Efficient
CMP06585,2025-04-14,Influencer_218,Instagram,Fashion,1009388,619788,1405180,51007,1597,1271,53875,36229.61,5047,1260064.85,Millennials,8.692488399259101,3377.9972790212205,0.8143106997876693,Mega Influencer,High ROI,Medium Engagement,0.6724753596287704,Cost Efficient
CMP06586,2025-03-26,Influencer_129,Instagram,Tech,3941365,4109151,7358285,480461,729,39196,520386,46642.84,64352,8962828.95,Mixed,12.664075863846328,19115.87311150007,1.5660655935982883,Mega Influencer,High ROI,High Engagement,0.08963123527535329,Cost Efficient
CMP06587,2025-07-11,Influencer_175,YouTube,Travel,1982404,2881805,5875116,403468,55400,35980,494848,48928.86,60244,11171383.39,Gen Z,17.171460248004287,22731.889788562417,2.090495366619185,Mega Influencer,High ROI,High Engagement,0.0988765439084325,Cost Efficient
CMP06588,2025-01-22,Influencer_273,YouTube,Tech,277677,76066,121862,9891,147,438,10476,30205.04,1771,273788.53,Millennials,13.77225041411406,806.4332641175115,2.3282412641653303,Macro Influencer,High ROI,High Engagement,2.883260786559756,Expensive
CMP06589,2025-01-25,Influencer_44,Facebook,Fashion,4555513,3621927,8789488,371385,892,35896,408173,10069.7,38820,1133516.2,Gen X,11.269498253277883,11156.702781612163,1.0718051468182543,Mega Influencer,High ROI,High Engagement,0.024670176616287703,Cost Efficient
CMP06590,2025-04-09,Influencer_73,Facebook,Fashion,3761220,2713373,2884418,130703,21332,9188,161223,5094.66,1601,200499.07,Millennials,5.941792742833366,3835.4749875359694,0.05900405141497317,Mega Influencer,High ROI,Medium Engagement,0.03160008187417428,Cost Efficient
CMP06591,2025-09-21,Influencer_292,Facebook,Travel,2127553,1146713,1531611,117957,10111,9336,137404,46724.58,11351,1560981.25,Millennials,11.982422803264635,3240.8138714141464,0.9898727929307507,Mega Influencer,High ROI,High Engagement,0.3400525457774155,Cost Efficient
CMP06592,2025-08-10,Influencer_94,TikTok,Travel,4037866,5330359,12977246,266712,31641,1413,299766,22449.57,56200,16574040.7,Mixed,5.62374879440578,73727.8759904978,1.0543379911184219,Mega Influencer,High ROI,Medium Engagement,0.07489031444526731,Cost Efficient
CMP06593,2025-07-13,Influencer_248,YouTube,Travel,4905240,4280882,7022114,440572,17224,3878,461674,17176.62,86651,9838811.86,Millennials,10.784553276637853,57180.2557196934,2.0241389508049976,Mega Influencer,High ROI,High Engagement,0.037205084106967254,Cost Efficient
CMP06594,2025-11-06,Influencer_265,Facebook,Tech,1937240,1366124,2436910,88503,5628,3120,97251,44136.48,2693,502004.8,Mixed,7.118753495290325,1037.392016762551,0.19712705435231356,Mega Influencer,High ROI,Medium Engagement,0.45384088595490024,Cost Efficient
CMP06595,2025-04-06,Influencer_125,Instagram,Tech,4026398,4890851,11497535,144679,18227,8117,171023,13105.21,11400,1948274.21,Gen Z,3.4967943206611696,14766.40969507547,0.23308827032350812,Mega Influencer,High ROI,Low Engagement,0.07662834823386327,Cost Efficient
CMP06596,2025-11-19,Influencer_180,TikTok,Tech,4900006,6759613,15641096,640902,91394,52016,784312,5194.19,63029,2356958.03,Millennials,11.602912770302087,45276.8158269143,0.9324350373312793,Mega Influencer,High ROI,High Engagement,0.006622606819735003,Cost Efficient
CMP06597,2025-11-19,Influencer_221,Facebook,Fashion,2961699,997464,2323644,78584,9571,3096,91251,34936.14,12777,2194468.15,Gen X,9.148300089025769,6181.369807883755,1.2809484853588702,Mega Influencer,High ROI,Medium Engagement,0.3828576125193148,Cost Efficient
CMP06598,2025-12-04,Influencer_214,Instagram,Beauty,3820342,5145782,7491122,237818,43206,21662,302686,49003.43,39988,4967463.8,Mixed,5.882215764290054,10036.971636475244,0.7771024889900116,Mega Influencer,High ROI,Medium Engagement,0.1618952643994106,Cost Efficient
CMP06599,2025-02-02,Influencer_116,YouTube,Beauty,1415081,773080,778226,32118,4737,1036,37891,23130.48,1202,238471.81,Millennials,4.901303875407461,930.985133036582,0.1554819682309722,Mega Influencer,High ROI,Low Engagement,0.6104478636087726,Cost Efficient
CMP06600,2025-07-16,Influencer_254,Instagram,Beauty,3150686,1034987,2512581,76050,10539,2607,89196,21767.31,9879,1670401.26,Gen Z,8.618079260898929,7573.898428423172,0.9545047425716457,Mega Influencer,High ROI,Medium Engagement,0.24403908247006595,Cost Efficient
CMP06601,2025-02-03,Influencer_195,Instagram,Fitness,2856291,1267802,1976452,125964,7386,11492,144842,1208.73,6704,525933.23,Mixed,11.424654638500334,43411.225004757056,0.5287891957892479,Mega Influencer,High ROI,High Engagement,0.008345162314798194,Cost Efficient
CMP06602,2025-03-13,Influencer_245,TikTok,Fitness,1402696,1343612,2614497,8919,1247,354,10520,42610.32,322,75278.23,Millennials,0.782964129525488,76.66666197296804,0.02396525187330866,Mega Influencer,Medium ROI,Low Engagement,4.050410646387832,Expensive
CMP06603,2025-05-08,Influencer_211,YouTube,Tech,3393860,1712961,2383406,203768,21788,16322,241878,39960.96,5387,1203223.8,Gen X,14.120461586691116,2910.9982342766543,0.3144846847067738,Mega Influencer,High ROI,High Engagement,0.16521122218639148,Cost Efficient
CMP06604,2025-07-30,Influencer_291,X,Fashion,1900364,2631218,5109614,388444,35783,21635,445862,23388.93,48740,8928770.63,Gen X,16.945080187198478,38075.1992502436,1.8523740716276647,Mega Influencer,High ROI,High Engagement,0.052457778415742985,Cost Efficient
CMP06605,2025-04-21,Influencer_94,Facebook,Fashion,4923222,4499051,6804254,274153,26667,2614,303434,49725.12,6958,1071251.48,Gen X,6.744400096820419,2054.346696398118,0.15465483720900253,Mega Influencer,High ROI,Medium Engagement,0.1638745822814846,Cost Efficient
CMP06606,2025-12-23,Influencer_223,Instagram,Tech,4124672,1403962,2550471,102133,7896,250,110279,21256.44,1643,220451.51,Gen Z,7.854842225074468,937.1045668983141,0.11702595939206333,Mega Influencer,High ROI,Medium Engagement,0.1927514758022833,Cost Efficient
CMP06607,2025-07-14,Influencer_266,YouTube,Fitness,1518051,529382,631578,76245,9124,6490,91859,26127.31,8353,1144564.01,Gen Z,17.352120019192192,4280.718910595847,1.5778776006739932,Mega Influencer,High ROI,High Engagement,0.28442841746589886,Cost Efficient
CMP06608,2025-07-21,Influencer_105,YouTube,Travel,3186882,966876,2021492,49970,4643,3505,58118,35800.1,1288,233147.73,Millennials,6.010905224661694,551.2488233273092,0.13321253190688362,Mega Influencer,High ROI,Medium Engagement,0.6159898826525345,Cost Efficient
CMP06609,2025-01-03,Influencer_4,X,Fitness,318645,304507,752149,42965,5701,4268,52934,32508.51,2497,442466.59,Mixed,17.383508425093677,1261.0792681670123,0.8200139898261781,Macro Influencer,High ROI,High Engagement,0.6141328824573997,Cost Efficient
CMP06610,2025-02-14,Influencer_224,X,Beauty,1868402,1108996,1992084,145183,13668,9554,168405,18265.01,27660,7761191.33,Gen Z,15.185356845290695,42392.127461194934,2.494147859866041,Mega Influencer,High ROI,High Engagement,0.1084588343576497,Cost Efficient
CMP06611,2025-01-14,Influencer_104,Instagram,Travel,2233411,2562543,4754257,363516,71984,36293,471793,30103.33,16590,624509.53,Millennials,18.411125198679592,1974.5529813479109,0.6474037703952675,Mega Influencer,High ROI,High Engagement,0.06380622433991179,Cost Efficient
CMP06612,2025-10-28,Influencer_197,TikTok,Fitness,3856122,1862892,4574120,105069,12520,5546,123135,20962.08,20862,2601786.22,Millennials,6.609883986833376,12311.870482318549,1.1198716833826114,Mega Influencer,High ROI,Medium Engagement,0.1702365696187112,Cost Efficient
CMP06613,2025-11-26,Influencer_156,TikTok,Food,265728,257782,616638,36411,6798,634,43843,8563.15,5215,115251.31,Gen X,17.00778176909171,1245.8985303305444,2.0230272090370933,Macro Influencer,High ROI,High Engagement,0.1953139611796638,Cost Efficient
CMP06614,2025-09-15,Influencer_183,X,Fitness,3196286,2508774,2929408,219075,9469,19807,248351,42339.24,40959,10998600.69,Gen Z,9.899297425754572,25877.321959487228,1.6326301213261938,Mega Influencer,High ROI,Medium Engagement,0.17048145568167633,Cost Efficient
CMP06615,2025-09-27,Influencer_195,Instagram,Fitness,3401916,5071485,7791760,312284,38771,2068,353123,44413.05,38041,1966837.33,Millennials,6.962911257747977,4328.51218279312,0.7500958792148651,Mega Influencer,High ROI,Medium Engagement,0.12577218136456703,Cost Efficient
CMP06616,2025-01-21,Influencer_266,YouTube,Travel,2976688,3856307,5130499,288094,39656,18523,346273,37032.45,44348,1033736.61,Millennials,8.979394016088449,2691.434566171021,1.1500121748605596,Mega Influencer,High ROI,Medium Engagement,0.10694582020544482,Cost Efficient
CMP06617,2025-05-12,Influencer_81,YouTube,Fashion,2184547,1201943,2480670,15589,44,1231,16864,41664.0,1312,344758.43,Gen X,1.4030615428518656,727.4731902841781,0.10915659062035388,Mega Influencer,High ROI,Low Engagement,2.4705882352941178,Expensive
CMP06618,2025-12-28,Influencer_180,YouTube,Fitness,1657407,1824235,4108369,83846,6918,75,90839,23824.77,16457,2463258.19,Gen Z,4.979566777306651,10239.063881833905,0.9021315784424704,Mega Influencer,High ROI,Low Engagement,0.2622746837811953,Cost Efficient
CMP06619,2025-11-26,Influencer_191,Facebook,Tech,1034691,281227,563299,30565,5329,1192,37086,28682.12,6845,227668.66,Gen X,13.187211754205677,693.7651052293206,2.433976822993525,Mega Influencer,High ROI,High Engagement,0.7733948120584587,Cost Efficient
CMP06620,2025-06-01,Influencer_128,YouTube,Fitness,4878810,3876955,4825290,62240,4960,3235,70435,20756.38,4840,660799.63,Gen Z,1.816760834211385,3083.5976697285364,0.12484024189086539,Mega Influencer,High ROI,Low Engagement,0.294688436146802,Cost Efficient
CMP06621,2025-02-07,Influencer_263,X,Food,3159563,1909442,3607328,268144,31680,8423,308247,9605.88,42528,11888536.02,Millennials,16.143302598350722,123663.11196891904,2.2272475414283335,Mega Influencer,High ROI,High Engagement,0.03116293102609271,Cost Efficient
CMP06622,2025-01-26,Influencer_206,Facebook,Food,1878303,2500940,5555612,262369,44868,10875,318112,26098.48,36902,9974233.89,Gen X,12.719697393779938,38117.681221281855,1.475525202523851,Mega Influencer,High ROI,High Engagement,0.08204179659993964,Cost Efficient
CMP06623,2025-08-07,Influencer_231,YouTube,Fashion,2679374,1048283,1860097,94601,7328,529,102458,12681.71,14019,2443723.81,Gen X,9.773887394911489,19169.67112479311,1.3373297096299377,Mega Influencer,High ROI,Medium Engagement,0.12377471744519705,Cost Efficient
CMP06624,2025-09-13,Influencer_96,X,Tech,445724,621712,628787,81908,6089,1736,89733,19070.62,14309,2169201.09,Mixed,14.433210232390561,11274.570360061707,2.3015479836322927,Macro Influencer,High ROI,High Engagement,0.2125262723858558,Cost Efficient
CMP06625,2025-06-09,Influencer_66,TikTok,Tech,4233076,5097534,8860292,75350,11785,1126,88261,38546.99,8837,848983.41,Millennials,1.731445047742693,2102.4635645999856,0.17335833365701928,Mega Influencer,High ROI,Low Engagement,0.43673865013992585,Cost Efficient
CMP06626,2025-06-11,Influencer_254,X,Food,3523790,789246,990056,72435,13980,3553,89968,30321.09,16776,2674280.02,Millennials,11.399234205811624,8719.867689453118,2.1255730152576002,Mega Influencer,High ROI,High Engagement,0.3370208296283123,Cost Efficient
CMP06627,2025-12-09,Influencer_190,YouTube,Fitness,3134471,3046056,4281873,423073,38169,26948,488190,40745.78,35449,2438309.26,Mixed,16.02695419913488,5884.200719681891,1.1637671795922333,Mega Influencer,High ROI,High Engagement,0.08346295499702984,Cost Efficient
CMP06628,2025-11-02,Influencer_195,TikTok,Fitness,2590976,3149677,5161791,25298,3498,1675,30471,17387.48,4025,335792.6,Millennials,0.967432533558203,1831.232127944935,0.12779088141418946,Mega Influencer,High ROI,Low Engagement,0.5706238718781792,Cost Efficient
CMP06629,2025-07-19,Influencer_202,Facebook,Beauty,4447093,4156241,4444698,54400,1317,4091,59808,35535.3,9542,2336183.06,Mixed,1.4389925896982394,6474.260130067849,0.22958245202816682,Mega Influencer,High ROI,Low Engagement,0.5941563001605137,Cost Efficient
CMP06630,2025-06-24,Influencer_231,X,Food,1046082,645426,1295686,26237,162,2601,29000,37543.04,3001,541793.41,Mixed,4.493156457905322,1343.126102734355,0.46496422517840935,Mega Influencer,High ROI,Low Engagement,1.2945875862068965,Moderately Efficient
CMP06631,2025-04-17,Influencer_49,YouTube,Food,3213788,2233252,4111702,17839,3271,1648,22758,37644.07,167,11296.59,Millennials,1.0190520371189637,-69.99105038323434,0.007477884269218163,Mega Influencer,Low ROI,Low Engagement,1.6541027331048423,Moderately Efficient
CMP06632,2025-03-13,Influencer_192,YouTube,Tech,3521033,4154889,10307136,141283,10632,5126,157041,28267.75,15386,2972629.57,Gen X,3.7796677600773454,10415.975166046113,0.37031073513636587,Mega Influencer,High ROI,Low Engagement,0.18000235607261797,Cost Efficient
CMP06633,2025-04-18,Influencer_219,X,Food,401909,175166,356567,4051,626,318,4995,46455.79,71,9380.22,Mixed,2.8515807862256373,-79.8082865451217,0.0405329801445486,Macro Influencer,Low ROI,Low Engagement,9.300458458458458,Expensive
CMP06634,2025-01-23,Influencer_179,Instagram,Tech,4849732,2765970,6262347,346031,61058,18793,425882,40782.15,21299,4399888.55,Gen Z,15.397202428081288,10688.760646508337,0.770037274446216,Mega Influencer,High ROI,High Engagement,0.09575927134746244,Cost Efficient
CMP06635,2025-03-31,Influencer_55,X,Beauty,4698129,5575841,9611707,247556,24742,18970,291268,37909.56,43835,12342926.79,Gen Z,5.223750103347639,32458.876415342194,0.7861594331689157,Mega Influencer,High ROI,Medium Engagement,0.13015353557548373,Cost Efficient
CMP06636,2025-05-22,Influencer_230,X,Tech,3602876,4092808,7035530,485569,10876,1949,498394,26455.05,51718,13235706.35,Gen Z,12.177312006817813,49930.925475476324,1.2636312282423217,Mega Influencer,High ROI,High Engagement,0.053080594870724765,Cost Efficient
CMP06637,2025-07-01,Influencer_90,Facebook,Travel,1071869,989895,1865137,121643,17821,1686,141150,35769.68,17190,3142290.0,Mixed,14.259088085099936,8684.786444832607,1.7365478156774206,Mega Influencer,High ROI,High Engagement,0.2534160821820758,Cost Efficient
CMP06638,2025-08-15,Influencer_53,Facebook,Beauty,4828743,967002,1250884,6705,646,358,7709,5269.79,1210,311886.79,Mixed,0.797206210535242,5818.391245191933,0.12512900697206417,Mega Influencer,High ROI,Low Engagement,0.6835893111947074,Cost Efficient
CMP06639,2025-12-28,Influencer_228,YouTube,Fitness,780711,550264,753653,5144,114,262,5520,34086.35,259,12260.0,Gen X,1.0031548493086955,-64.03252328278035,0.04706831629908553,Macro Influencer,Low ROI,Low Engagement,6.1750634057971014,Expensive
CMP06640,2025-12-04,Influencer_112,X,Beauty,1425307,1847061,3271577,192682,7878,4702,205262,22429.53,4157,86228.9,Millennials,11.112897733209676,284.4436330141559,0.22506024435576302,Mega Influencer,High ROI,High Engagement,0.10927268564079079,Cost Efficient
CMP06641,2025-05-20,Influencer_56,TikTok,Food,2588669,3070261,6191088,233960,44068,15221,293249,27507.18,56300,10712326.51,Mixed,9.551272676818028,38843.74672358272,1.8337203254055598,Mega Influencer,High ROI,Medium Engagement,0.09380144518821888,Cost Efficient
CMP06642,2025-03-06,Influencer_174,X,Travel,4973432,3862413,8031186,542861,2885,33175,578921,21987.07,38990,5862801.73,Mixed,14.988583561623264,26564.770385503845,1.0094725758224197,Mega Influencer,High ROI,High Engagement,0.03797939615249749,Cost Efficient
